Family	Genus	Scientific name	Adult survival	Age at first breeding	Maximum longevity	Z	GenFLS	GenFL	GenFS	GenLength	Priority for research
Monarchidae	Terpsiphone	Terpsiphone floris	0,79	1	9,97001009	0,142143345	3,716053024	2,275027239	4,761904762	3,716053024	Low
Monarchidae	Terpsiphone	Terpsiphone mutata	0,654037504	1	7,65753645	0,142143345	2,613345195	1,9463245	2,890486719	2,613345195	Very High
Monarchidae	Terpsiphone	Terpsiphone atrochalybeia	0,708517988	1,024272685	7,594283026	0,142143345	2,912526407	1,958155932	3,455016123	2,912526407	High
Monarchidae	Terpsiphone	Terpsiphone viridis	0,625581252	0,926620577	7,182945198	0,142143345	2,32472922	1,815915486	2,597427008	2,32472922	Very High
Monarchidae	Terpsiphone	Terpsiphone rufocinerea	0,721718284	1,072363224	8,017027019	0,142143345	3,030164555	2,059500966	3,665844012	3,030164555	High
Monarchidae	Terpsiphone	Terpsiphone batesi	0,79	1	9,97001009	0,142143345	3,716053024	2,275027239	4,761904762	3,716053024	Low
Monarchidae	Terpsiphone	Terpsiphone rufiventer	0,683844413	0,99283462	7,554927764	0,142143345	2,754013994	1,92559249	3,155834235	2,754013994	High
Monarchidae	Terpsiphone	Terpsiphone bedfordi	0,70318671	1,032030791	7,738654709	0,142143345	2,892493642	1,985332748	3,401152167	2,892493642	High
Platylophidae	Platylophus	Platylophus galericulatus	0,771210154	1,711070293	6,941868943	0,193790565	3,483152809	2,724749719	5,081893638	3,483152809	Low
Laniidae	Corvinella	Corvinella corvina	0,670714177	1,362190484	9,569094867	0,142143345	3,211371677	2,528747325	3,399065837	3,211371677	Low
Laniidae	Urolestes	Urolestes melanoleucus	0,684606857	1,424939556	10,31572795	0,142143345	3,36419417	2,688705958	3,595585533	3,36419417	Low
Laniidae	Eurocephalus	Eurocephalus ruppelli	0,694678311	1,39933204	7,585349491	0,142143345	3,215816083	2,278633253	3,674566116	3,215816083	Low
Laniidae	Eurocephalus	Eurocephalus anguitimens	0,693707316	1,431156311	8,406658807	0,142143345	3,242651403	2,422677569	3,69600739	3,242651403	Low
Laniidae	Lanius	Lanius tigrinus	0,4864571	0,933404631	7,016084708	0,142143345	1,835244609	1,798017124	1,880661618	1,835244609	Medium
Laniidae	Lanius	Lanius souzae	0,575747278	1,020607206	6,702053021	0,142143345	2,227749977	1,828186919	2,377692849	2,227749977	Low
Laniidae	Lanius	Lanius bucephalus	0,491612066	0,928763903	7,966674682	0,142143345	1,868378107	1,929156083	1,89576574	1,929156083	Low
Laniidae	Lanius	Lanius cristatus	0,491009875	0,945523905	7,621191767	0,142143345	1,883079072	1,894425665	1,910198563	1,894425665	Low
Laniidae	Lanius	Lanius collurio	0,459747317	0,997354874	10,1	0,142143345	1,844119981	2,291235301	1,848340591	2,291235301	Low
Laniidae	Lanius	Lanius phoenicuroides	0,47	0,991943358	7,517037037	0,142143345	1,859641315	1,919442	1,878735811	1,919442	Low
Laniidae	Lanius	Lanius isabellinus	0,47	0,997354874	7,775	0,142143345	1,865052831	1,960752023	1,884147327	1,960752023	Low
Laniidae	Lanius	Lanius collurioides	0,498932762	0,942422681	6,6086254	0,142143345	1,883869341	1,747835689	1,938162822	1,883869341	Medium
Laniidae	Lanius	Lanius gubernator	0,580632221	0,918878539	6,258961717	0,142143345	2,064349443	1,677935824	2,303420342	2,064349443	Low
Laniidae	Lanius	Lanius vittatus	0,506168085	0,937502586	7,916666667	0,142143345	1,927863382	1,929544314	1,96248309	1,929544314	Low
Laniidae	Lanius	Lanius schach	0,590971627	1,165099805	8,00416887	0,142143345	2,489099646	2,137227959	2,609917979	2,489099646	Low
Laniidae	Lanius	Lanius tephronotus	0,516381037	1,0159823	7,468884547	0,142143345	2,014516828	1,93321941	2,083725868	2,014516828	Low
Laniidae	Lanius	Lanius validirostris	0,600993829	1,005503467	6,958469325	0,142143345	2,307714114	1,851677947	2,511730369	2,307714114	Low
Laniidae	Lanius	Lanius mackinnoni	0,636709211	1,161874369	7,151997933	0,142143345	2,604383194	2,013330569	2,914490263	2,604383194	Low
Laniidae	Lanius	Lanius minor	0,493841182	0,977976459	7,723054789	0,142143345	1,925240347	1,936744455	1,953640943	1,936744455	Low
Laniidae	Lanius	Lanius ludovicianus	0,546457822	1,078609901	12,5	0,142143345	2,274961807	2,702084494	2,283476501	2,702084494	Low
Laniidae	Lanius	Lanius sphenocercus	0,473147952	0,996238956	8,049759116	0,142143345	1,874160467	1,998849906	1,894305033	1,998849906	Low
Laniidae	Lanius	Lanius giganteus	0,47	0,991943358	7,517037037	0,142143345	1,859641315	1,919442	1,878735811	1,919442	Low
Laniidae	Lanius	Lanius borealis	0,47	0,991943358	7,517037037	0,142143345	1,859641315	1,919442	1,878735811	1,919442	Low
Laniidae	Lanius	Lanius excubitor	0,47	0,95628149	8,17	0,142143345	1,823979447	1,981663569	1,843073943	1,981663569	Low
Laniidae	Lanius	Lanius meridionalis	0,47	0,991943358	7,517037037	0,142143345	1,859641315	1,919442	1,878735811	1,919442	Low
Laniidae	Lanius	Lanius excubitoroides	0,644526315	1,221160087	7,839251522	0,142143345	2,788754978	2,161877741	3,034307845	2,788754978	Low
Laniidae	Lanius	Lanius cabanisi	0,652380626	1,227041318	8,696840681	0,142143345	2,906894841	2,288823586	3,103750946	2,906894841	Low
Laniidae	Lanius	Lanius dorsalis	0,61857856	1,157834872	7,331888394	0,142143345	2,528314273	2,035435492	2,779606737	2,528314273	Low
Laniidae	Lanius	Lanius somalicus	0,612210273	1,135986447	7,34476837	0,142143345	2,481555576	2,018523478	2,714703546	2,481555576	Low
Laniidae	Lanius	Lanius collaris	0,597741403	1,088315869	7,178938771	0,142143345	2,378080016	1,954057381	2,574278897	2,378080016	Low
Laniidae	Lanius	Lanius newtoni	0,587753731	0,910425987	6,094622578	0,142143345	2,078167792	1,647325032	2,336160494	2,078167792	Low
Laniidae	Lanius	Lanius senator	0,476015498	0,997354874	7,115502487	0,142143345	1,866826863	1,867008841	1,905808266	1,867008841	Medium
Laniidae	Lanius	Lanius nubicus	0,45698432	0,858406334	6,463462165	0,142143345	1,644825425	1,655127719	1,699973782	1,655127719	Medium
Corvidae	Platysmurus	Platysmurus leucopterus	0,78636154	1,832244876	7,899030299	0,193790565	3,914251999	3,007930651	5,513050008	3,914251999	Low
Corvidae	Platysmurus	Platysmurus aterrimus	0,590499309	1,144208007	3,75	0,142143345	2,032553545	1,514603997	2,586206328	2,032553545	Very High
Corvidae	Temnurus	Temnurus temnurus	0,756703906	1,618813308	11,93038268	0,193790565	4,191636534	3,617098163	4,72903137	4,191636534	Low
Corvidae	Crypsirina	Crypsirina temia	0,763880625	1,715823909	13,2357442	0,193790565	4,457821151	3,948275771	4,950969797	4,457821151	Low
Corvidae	Crypsirina	Crypsirina cucullata	0,757146406	1,748975852	12,44661921	0,193790565	4,325650809	3,822078203	4,866683083	4,325650809	Low
Corvidae	Dendrocitta	Dendrocitta vagabunda	0,684711818	1,397776889	11,54136601	0,142143345	3,440679632	2,839620577	3,56947839	3,440679632	Medium
Corvidae	Dendrocitta	Dendrocitta formosae	0,724137296	1,518384488	12,41569944	0,193790565	3,818233635	3,63018131	4,143376143	3,818233635	Medium
Corvidae	Dendrocitta	Dendrocitta occipitalis	0,673797567	1,330410375	11,58385049	0,142143345	3,289979598	2,787868651	3,395991434	3,289979598	High
Corvidae	Dendrocitta	Dendrocitta cinerascens	0,590499309	1,144208007	9,97001009	0,142143345	2,534393376	2,398737037	2,586206328	2,534393376	Very High
Corvidae	Dendrocitta	Dendrocitta leucogastra	0,722184359	1,507933611	11,73922108	0,193790565	3,79208997	3,49066059	4,107442971	3,79208997	Medium
Corvidae	Dendrocitta	Dendrocitta frontalis	0,723142861	1,513048201	12,41752883	0,193790565	3,804896809	3,626233663	4,125019356	3,804896809	Medium
Corvidae	Dendrocitta	Dendrocitta bayleii	0,741538568	1,575961344	12,10784025	0,193790565	4,019055585	3,616940108	4,445010557	4,019055585	Low
Corvidae	Pyrrhocorax	Pyrrhocorax pyrrhocorax	0,776777691	4	21,02148216	0,235975137	7,286978881	8,016646585	7,479838975	8,016646585	Low
Corvidae	Pyrrhocorax	Pyrrhocorax graculus	0,694967407	3	24,42	0,235975137	5,270996687	8,054587435	5,278338194	8,054587435	Low
Corvidae	Urocissa	Urocissa ornata	0,741495051	1,658903727	12,76826367	0,193790565	4,186386352	3,811792867	4,52730162	4,186386352	Low
Corvidae	Urocissa	Urocissa caerulea	0,701833984	1,557926321	13,24746388	0,193790565	3,7378858	3,823248409	3,911762595	3,823248409	Medium
Corvidae	Urocissa	Urocissa flavirostris	0,720004679	1,634150252	13,48500512	0,193790565	3,968108993	3,930734113	4,205638506	3,968108993	Low
Corvidae	Urocissa	Urocissa erythroryncha	0,702195166	1,576891977	13,07837598	0,193790565	3,759826513	3,80577106	3,934795832	3,80577106	Medium
Corvidae	Urocissa	Urocissa xanthomelana	0,590499309	1,144208007	9,97001009	0,142143345	2,534393376	2,398737037	2,586206328	2,534393376	Very High
Corvidae	Urocissa	Urocissa whiteheadi	0,590499309	1,144208007	9,97001009	0,142143345	2,534393376	2,398737037	2,586206328	2,534393376	Very High
Corvidae	Cissa	Cissa chinensis	0,67922114	1,408724841	11,65298226	0,142143345	3,409315682	2,864877858	3,526137254	3,409315682	Medium
Corvidae	Cissa	Cissa hypoleuca	0,75916168	1,684545071	13,32741092	0,193790565	4,380244686	3,940822622	4,836708232	4,380244686	Low
Corvidae	Cissa	Cissa thalassina	0,791052269	1,906105173	12,54539873	0,193790565	4,925450033	3,967899883	5,691991075	4,925450033	Low
Corvidae	Cissa	Cissa jefferyi	0,590499309	1,144208007	9,97001009	0,142143345	2,534393376	2,398737037	2,586206328	2,534393376	Very High
Corvidae	Perisoreus	Perisoreus canadensis	0,66245734	1,095276857	19,2	0,142143345	3,050263351	3,668742765	3,057865349	3,668742765	Medium
Corvidae	Perisoreus	Perisoreus infaustus	0,67262898	1,131404052	17,9	0,142143345	3,171734214	3,514948371	3,186042181	3,514948371	Medium
Corvidae	Perisoreus	Perisoreus internigrans	0,702823753	1,144709677	15,87456675	0,142143345	3,452804027	3,238460833	3,509716168	3,452804027	Medium
Corvidae	Cyanopica	Cyanopica cooki	0,590499309	1	9,97001009	0,142143345	2,390185369	2,275027239	2,441998321	2,390185369	Very High
Corvidae	Cyanopica	Cyanopica cyanus	0,590499309	1	9,97001009	0,142143345	2,390185369	2,275027239	2,441998321	2,390185369	Very High
Corvidae	Garrulus	Garrulus glandarius	0,725	2	17	0,193790565	4,542593206	4,906858475	4,636363636	4,906858475	Low
Corvidae	Garrulus	Garrulus bispecularis	0,725	2	17	0,193790565	4,542593206	4,906858475	4,636363636	4,906858475	Low
Corvidae	Garrulus	Garrulus leucotis	0,725	2	17	0,193790565	4,542593206	4,906858475	4,636363636	4,906858475	Low
Corvidae	Garrulus	Garrulus lanceolatus	0,734928251	1,863041781	13,75337956	0,193790565	4,393989518	4,167277057	4,635605262	4,393989518	Low
Corvidae	Garrulus	Garrulus lidthi	0,732397431	1,894142939	13,94325381	0,193790565	4,400196004	4,229146942	4,631027842	4,400196004	Low
Corvidae	Zavattariornis	Zavattariornis stresemanni	0,619370346	1,287909722	9,266787295	0,142143345	2,792769282	2,42205407	2,915135398	2,792769282	High
Corvidae	Ptilostomus	Ptilostomus afer	0,679868288	1,411692021	11,28449899	0,142143345	3,375325231	2,815045828	3,5354063	3,375325231	Medium
Corvidae	Podoces	Podoces hendersoni	0,713471647	1,518206029	13,20905696	0,193790565	3,795778832	3,783782636	4,008262038	3,795778832	Medium
Corvidae	Podoces	Podoces biddulphi	0,778183582	1,726018833	14,34608083	0,193790565	4,715445183	4,171667778	5,234251402	4,715445183	Low
Corvidae	Podoces	Podoces panderi	0,670975906	1,398862488	11,1607361	0,142143345	3,299926792	2,786447857	3,438153586	3,299926792	High
Corvidae	Podoces	Podoces pleskei	0,647994342	1,334968578	10,41971623	0,142143345	3,043575108	2,626304998	3,175832005	3,043575108	High
Corvidae	Pica	Pica pica	0,695	2	21,67	0,193790565	4,268593464	5,811860414	4,278688525	5,811860414	Low
Corvidae	Pica	Pica mauritanica	0,693	1,497446148	17,20666667	0,142143345	3,721373607	3,7304073	3,754775138	3,7304073	Medium
Corvidae	Pica	Pica asirensis	0,693	1,497446148	17,20666667	0,142143345	3,721373607	3,7304073	3,754775138	3,7304073	Medium
Corvidae	Pica	Pica hudsonia	0,693	1,49288609	20	0,142143345	3,737154027	4,123549167	3,75021508	4,123549167	Low
Corvidae	Pica	Pica nutalli	0,691	1,279137566	12,98335649	0,142143345	3,408051597	2,942814394	3,515383521	3,408051597	Medium
Corvidae	Nucifraga	Nucifraga columbiana	0,754204903	1,468677671	17,42	0,142143345	4,395406084	3,736051984	4,537107075	4,395406084	Low
Corvidae	Nucifraga	Nucifraga caryocatactes	0,715628552	2	17,63334046	0,193790565	4,458769438	5,029593881	4,51652744	5,029593881	Low
Corvidae	Nucifraga	Nucifraga hemispila	0,590499309	1,499726178	16,835	0,142143345	2,939530509	3,679533296	2,941724499	3,679533296	Medium
Corvidae	Nucifraga	Nucifraga multipunctata	0,590499309	1,499726178	16,835	0,142143345	2,939530509	3,679533296	2,941724499	3,679533296	Medium
Corvidae	Corvus	Corvus dauuricus	0,692032807	1,665568456	12,44343107	0,193790565	3,717492473	3,754216541	3,912667572	3,754216541	Medium
Corvidae	Corvus	Corvus monedula	0,791248108	2,001108703	19,92	0,193790565	5,566681027	5,473620772	5,791484447	5,566681027	Low
Corvidae	Corvus	Corvus nasicus	0,791774688	2,00926466	15,06812319	0,193790565	5,257893722	4,539948233	5,811754763	5,257893722	Low
Corvidae	Corvus	Corvus jamaicensis	0,79343916	2,099169567	15,19296001	0,193790565	5,369297914	4,636622615	5,940358245	5,369297914	Low
Corvidae	Corvus	Corvus leucognaphalus	0,815942899	2,182960754	16,00689234	0,193790565	5,871268123	4,861908267	6,616057302	5,871268123	Low
Corvidae	Corvus	Corvus capensis	0,791509518	2,059280636	15,21849063	0,193790565	5,304494867	4,609411376	5,85566266	5,304494867	Low
Corvidae	Corvus	Corvus ossifragus	0,782788645	1,99890471	15,87476082	0,193790565	5,21193923	4,687914705	5,602715593	5,21193923	Low
Corvidae	Corvus	Corvus sinaloae	0,796334632	1,922014241	14,88977299	0,193790565	5,229806061	4,435043536	5,832029183	5,229806061	Low
Corvidae	Corvus	Corvus imparatus	0,719306876	1,917227885	13,33625705	0,193790565	4,245109441	4,130127999	4,47983742	4,245109441	Low
Corvidae	Corvus	Corvus palmarum	0,791758191	1,958094561	14,41532492	0,193790565	5,10400899	4,372188271	5,760204208	5,10400899	Low
Corvidae	Corvus	Corvus hawaiiensis	0,73725	2,037891813	25	0,193790565	4,827822798	6,487731732	4,843790957	6,487731732	Low
Corvidae	Corvus	Corvus frugilegus	0,760173618	2	20,5	0,193790565	5,065337185	5,585125453	5,16968305	5,585125453	Low
Corvidae	Corvus	Corvus crassirostris	0,835499014	2,466273753	17,62205703	0,193790565	6,70486558	5,403321557	7,545264672	6,70486558	Low
Corvidae	Corvus	Corvus albicollis	0,805472548	2,624475282	17,50144238	0,235975137	6,246596305	6,135069631	6,765137897	6,246596305	Low
Corvidae	Corvus	Corvus corax	0,760999091	3	21,92	0,235975137	6,098860992	7,464649592	6,184084505	7,464649592	Low
Corvidae	Corvus	Corvus cryptoleucus	0,716393531	1,820554644	21,58	0,193790565	4,327477623	5,649748724	4,346567303	5,649748724	Low
Corvidae	Corvus	Corvus ruficollis	0,793175732	2,074098598	15,94249649	0,193790565	5,430179582	4,761663261	5,90912115	5,430179582	Low
Corvidae	Corvus	Corvus edithae	0,786876429	2,221308052	15,41671695	0,193790565	5,407314577	4,778453798	5,913421624	5,407314577	Low
Corvidae	Corvus	Corvus albus	0,765165718	2,272625735	14,46246609	0,193790565	5,117557646	4,634901785	5,53094778	5,117557646	Low
Corvidae	Corvus	Corvus rhipidurus	0,810432058	2,183049226	15,90591682	0,193790565	5,788616222	4,84241149	6,458202764	5,788616222	Low
Corvidae	Corvus	Corvus brachyrhynchos	0,947	1,99890471	16,48827215	0,193790565	7,993566253	4,806807413	19,86682924	7,993566253	Low
Corvidae	Corvus	Corvus caurinus	0,816764474	2,1088654	18,28469056	0,193790565	6,003675064	5,243587697	6,566322378	6,003675064	Low
Corvidae	Corvus	Corvus corone	0,776667295	2,437497515	19,23327956	0,193790565	5,722759998	5,692361607	5,915122053	5,722759998	Low
Corvidae	Corvus	Corvus pectoralis	0,799013702	2,073556033	16,03691508	0,193790565	5,512395626	4,779523272	6,049019584	5,512395626	Low
Corvidae	Corvus	Corvus florensis	0,825106879	2,02487698	14,88961937	0,193790565	5,724636568	4,517942676	6,742654754	5,724636568	Low
Corvidae	Corvus	Corvus typicus	0,831842183	2,080593497	13,64699456	0,193790565	5,721033098	4,322052894	7,027388108	5,721033098	Low
Corvidae	Corvus	Corvus unicolor	0,831496297	2,02487698	14,61478313	0,193790565	5,815866212	4,464682006	6,959464661	5,815866212	Low
Corvidae	Corvus	Corvus enca	0,814328103	2,057810748	13,80205993	0,193790565	5,476489983	4,333735432	6,443655435	5,476489983	Low
Corvidae	Corvus	Corvus violaceus	0,73725	2,124452355	18,12724271	0,193790565	4,834334923	5,225642139	4,930351499	5,225642139	Low
Corvidae	Corvus	Corvus validus	0,814899876	2,256046691	15,94603008	0,193790565	5,928581731	4,909036307	6,658528215	5,928581731	Low
Corvidae	Corvus	Corvus moneduloides	0,818495169	2,098719959	15,19800041	0,193790565	5,705631996	4,637236919	6,608215186	5,705631996	Low
Corvidae	Corvus	Corvus meeki	0,827229176	2,02487698	14,79865997	0,193790565	5,75477747	4,500315603	6,81289128	5,75477747	Low
Corvidae	Corvus	Corvus woodfordi	0,822419793	1,996969913	14,68223082	0,193790565	5,658801562	4,455253791	6,628228131	5,658801562	Low
Corvidae	Corvus	Corvus fuscicapillus	0,81226071	2,256046691	16,06150353	0,193790565	5,888906714	4,931413972	6,582582229	5,888906714	Low
Corvidae	Corvus	Corvus tristis	0,830744863	2,639227901	18,21634737	0,235975137	6,679412239	6,315040802	7,547468075	6,679412239	Low
Corvidae	Corvus	Corvus insularis	0,73725	2,124452355	18,12724271	0,193790565	4,834334923	5,225642139	4,930351499	5,225642139	Low
Corvidae	Corvus	Corvus orru	0,73725	2,124452355	18,12724271	0,193790565	4,834334923	5,225642139	4,930351499	5,225642139	Low
Corvidae	Corvus	Corvus bennetti	0,758625245	1,848445289	16,38082192	0,193790565	4,749586658	4,664682767	4,991380618	4,749586658	Low
Corvidae	Corvus	Corvus mellori	0,784869668	2,130859599	19,8	0,193790565	5,586769861	5,5549723	5,779204585	5,586769861	Low
Corvidae	Corvus	Corvus tasmanicus	0,800602239	2,142590385	17,20390155	0,193790565	5,688510398	5,061330385	6,157691833	5,688510398	Low
Corvidae	Corvus	Corvus coronoides	0,860052716	2,51450644	21,8	0,235975137	7,628797801	7,065403425	8,660054188	7,628797801	Low
Corvidae	Corvus	Corvus splendens	0,716676074	1,949176996	13,68419557	0,193790565	4,305368018	4,223312876	4,478705949	4,305368018	Low
Corvidae	Corvus	Corvus macrorhynchos	0,827834446	2,225100814	17,47553013	0,193790565	6,215232069	5,180490128	7,033463618	6,215232069	Low
Corvidae	Corvus	Corvus kubaryi	0,790575091	1,770235841	13,23612614	0,193790565	4,784556879	3,9922172	5,545217025	4,784556879	Low
Corvidae	Cyanolyca	Cyanolyca mirabilis	0,704929023	1,328646665	9,772703066	0,142143345	3,405185629	2,528913087	3,717661776	3,405185629	Medium
Corvidae	Cyanolyca	Cyanolyca nanus	0,7015263	1,395530824	9,739401259	0,142143345	3,448632305	2,581556478	3,745909769	3,448632305	Medium
Corvidae	Cyanolyca	Cyanolyca pumilo	0,700848478	1,301080792	9,534444839	0,142143345	3,349534978	2,471398698	3,643868398	3,349534978	Medium
Corvidae	Cyanolyca	Cyanolyca argentigula	0,779887525	1,674000427	13,29526282	0,193790565	4,577208691	3,926091432	5,217132296	4,577208691	Low
Corvidae	Cyanolyca	Cyanolyca pulchra	0,758464541	1,516260001	10,72710009	0,193790565	3,984059992	3,301233906	4,656438856	3,984059992	Low
Corvidae	Cyanolyca	Cyanolyca cucullata	0,774570762	1,700774858	12,93394841	0,193790565	4,549732109	3,877657907	5,136756672	4,549732109	Low
Corvidae	Cyanolyca	Cyanolyca quindiuna	0,590499309	1,144208007	9,97001009	0,142143345	2,534393376	2,398737037	2,586206328	2,534393376	Very High
Corvidae	Cyanolyca	Cyanolyca armillata	0,590499309	1,144208007	9,97001009	0,142143345	2,534393376	2,398737037	2,586206328	2,534393376	Very High
Corvidae	Cyanolyca	Cyanolyca turcosa	0,759220929	1,516260001	10,70873114	0,193790565	3,989872748	3,297674177	4,669444893	3,989872748	Low
Corvidae	Cyanolyca	Cyanolyca viridicyanus	0,754199479	1,558229816	11,30296118	0,193790565	3,993392144	3,446666813	4,626569443	3,993392144	Low
Corvidae	Gymnorhinus	Gymnorhinus cyanocephalus	0,739	2	14,58333333	0,193790565	4,625597206	4,438531276	4,831417625	4,625597206	Low
Corvidae	Aphelocoma	Aphelocoma unicolor	0,746241661	2,318003869	14,25058393	0,193790565	4,962856771	4,630425301	5,258761063	4,962856771	Low
Corvidae	Aphelocoma	Aphelocoma wollweberi	0,366	2,333333333	19	0,193790565	2,910620149	5,563176083	2,910620399	5,563176083	Low
Corvidae	Aphelocoma	Aphelocoma ultramarina	0,786	3,5	19	0,235975137	6,826003853	7,157614624	7,172897196	7,157614624	Low
Corvidae	Aphelocoma	Aphelocoma coerulescens	0,78	2	15,8	0,193790565	5,175549526	4,674309797	5,545454545	5,175549526	Low
Corvidae	Aphelocoma	Aphelocoma californica	0,724497268	2,100066887	15,75	0,193790565	4,609537933	4,745295137	4,729794958	4,745295137	Low
Corvidae	Cyanocitta	Cyanocitta cristata	0,67	2	18,3	0,193790565	4,011501178	5,15878621	4,03030303	5,15878621	Low
Corvidae	Cyanocitta	Cyanocitta stelleri	0,715484568	1,500790269	16,08333333	0,193790565	3,916004996	4,326749528	4,015538109	4,326749528	Low
Corvidae	Cyanocorax	Cyanocorax violaceus	0,860219569	2,104452436	16,1205394	0,193790565	6,508005233	4,820637848	8,258529676	6,508005233	Low
Corvidae	Cyanocorax	Cyanocorax cyanomelas	0,883359027	2,256469915	17,84595225	0,193790565	7,480116815	5,277564505	9,8297866	7,480116815	Low
Corvidae	Cyanocorax	Cyanocorax cristatellus	0,888316854	2,276844712	17,51475269	0,193790565	7,610384807	5,229807508	10,23074721	7,610384807	Low
Corvidae	Cyanocorax	Cyanocorax coeruleus	0,914797739	2,674471083	36	0,235975137	11,68108254	10,53846733	13,41124882	11,68108254	Low
Corvidae	Cyanocorax	Cyanocorax morio	0,882939892	2,249990484	17,68151237	0,193790565	7,464407327	5,240473829	9,792610315	7,464407327	Low
Corvidae	Cyanocorax	Cyanocorax colliei	0,856395666	2,058118783	17,1553102	0,193790565	6,559924743	4,983812038	8,021696916	6,559924743	Low
Corvidae	Cyanocorax	Cyanocorax formosus	0,883770855	2,262874372	17,62767121	0,193790565	7,495599702	5,240427032	9,866568394	7,495599702	Low
Corvidae	Cyanocorax	Cyanocorax yncas	0,94	2	13,93384214	0,193790565	7,142998682	4,312666011	17,66666667	7,142998682	Low
Corvidae	Cyanocorax	Cyanocorax mystacalis	0,877328481	2,026946345	16,78308337	0,193790565	6,930711502	4,886546476	9,178797795	6,930711502	Low
Corvidae	Cyanocorax	Cyanocorax dickeyi	0,869468344	2,114130029	17,17906377	0,193790565	6,864503198	5,03357205	8,775106919	6,864503198	Low
Corvidae	Cyanocorax	Cyanocorax affinis	0,845995457	2,241351918	17,68635258	0,193790565	6,683268293	5,234447323	7,734666859	6,683268293	Low
Corvidae	Cyanocorax	Cyanocorax heilprini	0,898926141	2,139656194	16,91248287	0,193790565	7,478387452	5,002490622	11,03341122	7,478387452	Low
Corvidae	Cyanocorax	Cyanocorax hafferi	0,94	2	23,79	0,193790565	10,365329	6,222696411	17,66666667	10,365329	Low
Corvidae	Cyanocorax	Cyanocorax cyanopogon	0,890577483	2,089103285	16,90215128	0,193790565	7,257517794	4,959732225	10,22799012	7,257517794	Low
Corvidae	Cyanocorax	Cyanocorax chrysops	0,851219647	2,038104964	14,94465345	0,193790565	6,119524418	4,539272287	7,759422529	6,119524418	Low
Corvidae	Cyanocorax	Cyanocorax cayanus	0,900128542	2,163356721	17,11167682	0,193790565	7,526823833	5,060200119	11,17622747	7,526823833	Low
Corvidae	Cyanocorax	Cyanocorax melanocyaneus	0,856683411	1,996885276	13,93571249	0,193790565	5,965249827	4,310517347	7,974444587	5,965249827	Low
Corvidae	Cyanocorax	Cyanocorax yucatanicus	0,831346215	1,798467723	14,76003233	0,193790565	5,587297433	4,310296651	6,72777432	5,587297433	Low
Corvidae	Cyanocorax	Cyanocorax sanblasianus	0,863679812	1,988671037	15,72350996	0,193790565	6,451603356	4,650353232	8,324341671	6,451603356	Low
Corvidae	Cyanocorax	Cyanocorax beecheii	0,860937939	2,059716313	17,0606841	0,193790565	6,646926856	4,966762336	8,25075025	6,646926856	Low
Melampittidae	Melampitta	Melampitta lugubris	0,757450684	1,579799582	10,14793362	0,193790565	3,897993533	3,240223118	4,702672474	3,897993533	Low
Melampittidae	Megalampitta	Megalampitta gigantea	0,787532847	1,728269273	12,28842659	0,193790565	4,577986679	3,774728126	5,434879146	4,577986679	Low
Corcoracidae	Corcorax	Corcorax melanorhamphos	0,788682049	1,948018784	15,53620439	0,193790565	5,241553084	4,58128095	5,680224426	5,241553084	Low
Corcoracidae	Struthidea	Struthidea cinerea	0,681728684	1,420274687	10,82839292	0,142143345	3,397208711	2,757576083	3,562248059	3,397208711	Low
Paradisaeidae	Lycocorax	Lycocorax pyrrhopterus	0,812489029	2,313494609	16,60908859	0,193790565	6,047894686	5,083845844	6,646515897	6,047894686	Low
Paradisaeidae	Lycocorax	Lycocorax obiensis	0,590499309	1,144208007	9,97001009	0,142143345	2,534393376	2,398737037	2,586206328	2,534393376	Very High
Paradisaeidae	Phonygammus	Phonygammus keraudrenii	0,769634693	1,974648564	33	0,193790565	5,30822879	7,987068948	5,315579987	7,987068948	Low
Paradisaeidae	Manucodia	Manucodia ater	0,772629065	2,050593441	15,41445787	0,193790565	5,05999149	4,640384279	5,448692961	5,05999149	Low
Paradisaeidae	Manucodia	Manucodia jobiensis	0,766797712	2,003380195	14,94290286	0,193790565	4,942891713	4,510937603	5,291502788	4,942891713	Low
Paradisaeidae	Manucodia	Manucodia chalybatus	0,769946208	2,028630958	15,28428176	0,193790565	5,005702295	4,597451016	5,375440421	5,005702295	Low
Paradisaeidae	Manucodia	Manucodia comrii	0,816453441	2,418291132	18,13409313	0,193790565	6,307603509	5,463865281	6,866500052	6,307603509	Low
Paradisaeidae	Pteridophora	Pteridophora alberti	0,754026334	1,810751299	13,26047031	0,193790565	4,456716846	4,029598815	4,876227154	4,456716846	Low
Paradisaeidae	Parotia	Parotia carolae	0,753498256	1,793332852	13,83398077	0,193790565	4,513499057	4,126696815	4,850099282	4,513499057	Low
Paradisaeidae	Parotia	Parotia sefilata	0,784161753	1,643353649	12,78301603	0,193790565	4,590672417	3,802115116	5,276452805	4,590672417	Low
Paradisaeidae	Parotia	Parotia wahnesi	0,795416036	1,856296518	13,56358414	0,193790565	5,045370065	4,125058401	5,744265157	5,045370065	Low
Paradisaeidae	Parotia	Parotia lawesii	0,787021458	2,066884675	15,21238241	0,193790565	5,254731438	4,614358108	5,76219337	5,254731438	Low
Paradisaeidae	Parotia	Parotia berlepschi	0,590499309	1,144208007	9,97001009	0,142143345	2,534393376	2,398737037	2,586206328	2,534393376	Very High
